Feature,Importance
Rt,0.4579343337973066
growth_4w,0.24464803768597243
zscore,0.10973696807971944
roll4_std,0.05742546613406674
roll2_mean,0.031345138746769516
growth_1w,0.02868505052118983
lag_1,0.016366378805868446
roll4_mean,0.012290601722995082
roll8_mean,0.007061963853674283
lag_6,0.007050419938651535
lag_4,0.005946194453725472
lag_5,0.0051129320847904435
lag_2,0.004999964647199379
lag_3,0.004898513447712173
week_sin,0.0038628441571874252
week_cos,0.002635191923171399
